index,family,cell,corr_regime,dix_regime,h,n,n_eps,gate,p5,p10,p25,p50,p75,p90,p95,mean,hit
NDX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,10,178,43,True,-7.435,-5.901,-3.03,0.493,4.323,7.439,8.305,0.476,53.371
NDX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,15,173,43,True,-9.521,-8.147,-4.664,1.701,5.526,9.176,10.217,0.667,58.96
NDX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,21,167,43,True,-13.19,-9.39,-4.566,1.452,6.376,10.359,14.118,1.19,58.084
NDX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,42,162,43,True,-14.27,-7.6,-0.848,4.708,8.596,15.515,18.105,3.869,70.988
NDX,ENV,VolHighxDIXMid(l1),VolHigh,DIXMid,63,159,43,True,-9.992,-7.738,1.959,8.566,13.235,17.337,22.64,7.297,78.616
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,1,214,24,True,-3.689,-2.656,-1.139,0.115,1.28,2.162,3.298,0.029,52.336
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,2,214,24,True,-4.493,-3.284,-1.626,0.422,2.058,3.141,3.723,0.112,55.607
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,3,214,24,True,-5.659,-4.05,-1.725,0.468,2.397,4.273,5.239,0.216,56.542
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,5,214,24,True,-7.163,-4.861,-2.174,0.96,3.173,5.689,7.232,0.508,60.28
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,10,214,24,True,-8.523,-6.641,-3.305,2.269,5.006,7.423,8.474,1.024,61.215
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,15,214,24,True,-8.982,-7.675,-3.268,2.565,6.529,9.13,10.603,1.607,63.551
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,21,214,24,True,-11.673,-8.974,-3.21,4.676,7.953,10.522,12.937,2.389,66.355
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,42,214,24,True,-15.744,-11.378,-2.598,5.377,13.597,17.738,21.132,4.767,67.757
NDX,ENV,VolHighxDIXHigh(l1),VolHigh,DIXHigh,63,214,24,True,-19.273,-16.304,-7.987,6.506,14.085,23.799,26.764,4.301,60.748
SPX,ENV,LowCorr,LowCorr,,1,711,38,True,-1.383,-0.892,-0.361,0.069,0.539,0.935,1.188,0.044,55.274
SPX,ENV,LowCorr,LowCorr,,2,710,38,True,-1.85,-1.36,-0.533,0.188,0.739,1.338,1.693,0.081,56.056
SPX,ENV,LowCorr,LowCorr,,3,709,38,True,-2.018,-1.623,-0.679,0.194,0.977,1.578,2.081,0.123,55.994
SPX,ENV,LowCorr,LowCorr,,5,707,38,True,-2.576,-2.056,-0.787,0.35,1.309,2.096,2.649,0.216,58.416
SPX,ENV,LowCorr,LowCorr,,10,702,38,True,-3.641,-2.683,-0.932,0.619,1.976,3.08,3.607,0.384,60.541
SPX,ENV,LowCorr,LowCorr,,15,697,38,True,-4.283,-3.19,-1.197,1.027,2.433,3.549,4.155,0.553,63.558
SPX,ENV,LowCorr,LowCorr,,21,691,38,True,-4.54,-3.471,-0.99,1.229,3.087,4.283,5.17,0.855,65.268
SPX,ENV,LowCorr,LowCorr,,42,670,38,True,-6.032,-3.535,0.252,2.668,4.977,7.418,8.856,2.239,76.567
SPX,ENV,LowCorr,LowCorr,,63,649,38,True,-6.035,-3.563,1.624,4.497,6.603,9.855,10.904,3.817,81.048
SPX,ENV,MidCorr,MidCorr,,1,401,51,True,-1.533,-1.122,-0.388,0.117,0.755,1.409,1.613,0.111,56.11
SPX,ENV,MidCorr,MidCorr,,2,401,51,True,-2.118,-1.583,-0.421,0.255,1.083,1.843,2.254,0.222,62.095
SPX,ENV,MidCorr,MidCorr,,3,401,51,True,-2.932,-1.907,-0.503,0.446,1.273,2.192,2.817,0.3,63.342
SPX,ENV,MidCorr,MidCorr,,5,401,51,True,-3.071,-2.34,-0.665,0.548,1.618,2.949,3.796,0.424,64.339
SPX,ENV,MidCorr,MidCorr,,10,401,51,True,-4.618,-2.746,-0.767,1.103,2.677,4.026,4.819,0.831,67.082
SPX,ENV,MidCorr,MidCorr,,15,401,51,True,-5.907,-4.013,-0.472,1.644,3.405,4.906,5.925,1.13,71.072
SPX,ENV,MidCorr,MidCorr,,21,401,51,True,-7.989,-5.138,-0.522,1.993,4.516,5.992,7.162,1.386,72.319
SPX,ENV,MidCorr,MidCorr,,42,401,51,True,-11.235,-7.528,-0.04,4.447,6.676,8.616,10.152,2.678,74.564
SPX,ENV,MidCorr,MidCorr,,63,401,51,True,-9.901,-7.314,-1.393,5.998,9.264,11.845,13.0,3.947,72.07
SPX,ENV,HighCorr,HighCorr,,1,314,14,True,-2.468,-1.628,-0.763,0.036,0.907,1.833,2.477,0.039,50.637
SPX,ENV,HighCorr,HighCorr,,2,314,14,True,-3.555,-2.5,-1.352,0.261,1.464,2.446,3.225,0.092,56.688
SPX,ENV,HighCorr,HighCorr,,3,314,14,True,-4.215,-2.843,-1.247,0.415,1.788,3.032,4.06,0.177,57.325
SPX,ENV,HighCorr,HighCorr,,5,314,14,True,-5.109,-3.553,-1.605,0.523,2.582,4.059,5.189,0.357,58.599
SPX,ENV,HighCorr,HighCorr,,10,314,14,True,-7.381,-4.664,-1.548,1.398,3.774,5.669,7.104,0.8,62.42
SPX,ENV,HighCorr,HighCorr,,15,314,14,True,-7.53,-6.108,-2.482,2.259,4.859,7.327,8.425,1.389,68.471
SPX,ENV,HighCorr,HighCorr,,21,314,14,True,-8.234,-6.517,-2.36,3.367,6.023,8.501,10.353,2.03,68.471
SPX,ENV,HighCorr,HighCorr,,42,314,14,True,-8.659,-6.197,-1.682,3.603,6.995,11.37,13.719,2.787,67.516
SPX,ENV,HighCorr,HighCorr,,63,314,14,True,-13.133,-7.191,-2.651,4.82,8.796,11.758,15.212,3.184,65.924
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,1,292,42,True,-1.432,-1.019,-0.312,0.059,0.511,0.937,1.198,0.043,54.795
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,2,292,42,True,-1.763,-1.375,-0.479,0.195,0.692,1.28,1.662,0.082,56.849
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,3,292,42,True,-1.95,-1.63,-0.657,0.206,0.905,1.372,1.924,0.093,55.479
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,5,292,42,True,-2.913,-2.272,-0.944,0.254,1.26,2.032,2.605,0.122,56.164
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,10,291,42,True,-3.423,-2.55,-0.963,0.588,1.97,2.922,3.487,0.368,58.076
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,15,291,42,True,-4.025,-3.218,-1.285,1.063,2.327,3.128,4.159,0.479,63.23
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,21,291,42,True,-4.296,-3.515,-1.52,0.677,2.793,3.926,4.771,0.492,58.419
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,42,273,42,True,-5.203,-2.398,0.388,2.225,3.941,6.1,7.714,1.829,78.022
SPX,ENV,LowCorrxDIXLow(l1),LowCorr,DIXLow,63,252,42,True,-4.562,-1.397,2.387,4.19,5.874,8.449,10.24,3.777,87.698
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,1,274,65,True,-1.386,-0.805,-0.449,0.073,0.555,0.87,1.092,0.011,54.38
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,2,273,65,True,-1.88,-1.337,-0.591,0.063,0.752,1.316,1.619,0.029,52.381
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,3,272,65,True,-2.108,-1.686,-0.737,0.119,0.895,1.599,2.235,0.072,53.309
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,5,270,65,True,-2.273,-1.937,-0.737,0.315,1.292,2.164,2.884,0.255,57.407
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,10,266,65,True,-4.001,-2.834,-0.882,0.681,1.988,3.329,4.084,0.399,61.654
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,15,261,65,True,-4.016,-2.815,-0.949,0.996,2.437,3.773,4.308,0.687,63.985
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,21,255,65,True,-4.728,-3.232,-0.548,1.68,3.271,4.682,5.309,1.15,70.196
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,42,252,65,True,-8.685,-5.595,-0.64,3.441,5.733,8.15,9.134,2.203,71.825
SPX,ENV,LowCorrxDIXMid(l1),LowCorr,DIXMid,63,252,65,True,-6.454,-4.532,0.573,4.904,8.331,10.483,11.737,4.03,76.587
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,1,144,27,True,-1.09,-0.767,-0.333,0.073,0.533,0.984,1.358,0.106,57.639
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,2,144,27,True,-1.902,-1.309,-0.523,0.356,0.865,1.525,1.821,0.186,61.806
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,3,144,27,True,-1.947,-1.507,-0.673,0.456,1.22,1.698,2.148,0.283,62.5
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,5,144,27,True,-2.901,-1.963,-0.676,0.727,1.52,2.203,2.57,0.321,64.583
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,10,144,27,True,-3.872,-2.924,-0.81,0.613,1.975,3.073,3.365,0.378,63.194
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,15,144,27,True,-5.31,-3.514,-1.353,1.021,2.565,3.617,4.061,0.443,63.194
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,21,144,27,True,-4.689,-3.785,-0.773,1.694,3.379,4.239,5.108,1.067,70.139
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,42,144,27,True,-1.889,-0.757,0.686,2.992,5.519,7.586,8.919,3.08,81.944
SPX,ENV,LowCorrxDIXHigh(l1),LowCorr,DIXHigh,63,144,27,True,-5.663,-3.543,0.847,4.657,6.271,9.235,10.386,3.483,77.083
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,1,82,21,True,-1.772,-1.317,-0.511,0.089,0.79,1.365,1.556,0.081,54.878
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,2,82,21,True,-2.117,-1.423,-0.762,0.231,1.244,2.043,2.559,0.253,56.098
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,3,82,21,True,-2.931,-1.825,-0.641,0.608,1.709,2.613,3.181,0.453,64.634
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,5,82,21,True,-3.05,-2.224,-0.675,0.704,1.983,3.738,4.296,0.617,64.634
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,10,82,21,True,-2.652,-2.184,-0.626,1.083,2.866,4.263,5.46,1.251,64.634
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,15,82,21,True,-2.259,-1.489,0.141,2.151,3.651,5.752,7.142,2.22,80.488
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,21,82,21,True,-5.704,-1.257,0.667,1.978,5.097,8.175,8.69,2.442,81.707
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,42,82,21,True,-1.425,0.425,3.245,5.97,8.17,11.933,14.27,6.06,91.463
SPX,ENV,MidCorrxDIXLow(l1),MidCorr,DIXLow,63,82,21,True,-2.84,0.655,4.289,7.646,10.705,12.525,14.757,7.124,90.244
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,1,159,38,True,-1.223,-0.899,-0.269,0.122,0.579,1.154,1.538,0.133,57.233
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,2,159,38,True,-1.959,-1.301,-0.254,0.265,0.81,1.479,1.944,0.188,66.667
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,3,159,38,True,-2.343,-1.428,-0.347,0.315,0.931,2.03,2.341,0.226,66.667
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,5,159,38,True,-3.163,-2.213,-0.625,0.403,1.323,2.614,3.076,0.248,62.893
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,10,159,38,True,-4.625,-3.468,-0.633,0.841,2.179,4.273,4.831,0.73,67.925
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,15,159,38,True,-6.728,-4.03,-0.319,1.582,3.113,5.046,5.71,0.931,69.811
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,21,159,38,True,-6.256,-4.259,0.536,2.284,4.381,5.865,6.528,1.648,77.987
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,42,159,38,True,-10.066,-6.558,0.976,5.029,6.602,8.326,9.378,2.977,77.987
SPX,ENV,MidCorrxDIXMid(l1),MidCorr,DIXMid,63,159,38,True,-7.363,-4.346,1.398,7.26,9.792,12.198,13.165,5.193,77.358
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,1,160,33,True,-1.775,-1.353,-0.451,0.12,0.813,1.464,1.683,0.104,55.625
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,2,160,33,True,-2.252,-1.876,-0.441,0.243,1.162,2.053,2.345,0.239,60.625
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,3,160,33,True,-3.104,-2.218,-0.648,0.474,1.45,2.314,2.979,0.295,59.375
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,5,160,33,True,-2.879,-2.394,-0.692,0.621,1.796,3.123,3.783,0.498,65.625
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,10,160,33,True,-5.469,-3.191,-0.998,1.413,2.938,3.669,4.315,0.717,67.5
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,15,160,33,True,-6.167,-4.895,-1.938,1.63,3.362,4.804,5.608,0.768,67.5
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,21,160,33,True,-8.649,-7.277,-2.316,1.523,4.289,5.677,6.292,0.584,61.875
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,42,160,33,True,-12.376,-10.161,-2.25,1.968,5.52,8.229,8.958,0.647,62.5
SPX,ENV,MidCorrxDIXHigh(l1),MidCorr,DIXHigh,63,160,33,True,-11.261,-9.438,-6.259,2.917,7.973,10.124,11.741,1.082,57.5
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,1,87,19,True,-2.491,-2.142,-0.801,0.246,1.197,2.468,2.629,0.254,55.172
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,2,87,19,True,-3.394,-2.547,-0.889,0.535,1.665,3.212,4.067,0.428,63.218
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,3,87,19,True,-4.167,-2.663,-0.891,0.83,2.103,4.059,5.068,0.515,60.92
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,5,87,19,True,-3.998,-3.021,-0.799,1.385,3.604,4.644,5.831,0.997,60.92
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,10,87,19,True,-5.413,-3.682,-1.248,1.729,3.953,5.687,7.335,1.342,66.667
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,15,87,19,True,-5.986,-4.97,-0.285,2.929,5.163,7.93,8.754,2.206,73.563
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,21,87,19,True,-5.6,-2.893,0.137,3.779,7.52,9.598,11.299,3.701,75.862
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,42,87,19,True,-7.49,-3.566,0.993,4.8,7.749,11.761,13.999,4.398,78.161
SPX,ENV,HighCorrxDIXMid(l1),HighCorr,DIXMid,63,87,19,True,-8.315,-5.963,0.098,7.057,10.323,16.06,19.781,5.716,75.862
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,1,209,22,True,-2.625,-1.605,-0.763,-0.082,0.711,1.517,2.21,-0.077,46.411
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,2,209,22,True,-3.715,-2.585,-1.404,0.113,1.382,2.206,2.767,-0.088,53.11
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,3,209,22,True,-4.366,-3.037,-1.499,0.203,1.594,2.669,3.877,-0.01,55.502
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,5,209,22,True,-5.378,-3.936,-1.889,0.449,1.921,3.859,4.921,0.02,55.981
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,10,209,22,True,-8.612,-5.66,-2.065,1.024,3.371,5.499,6.251,0.386,59.809
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,15,209,22,True,-7.649,-6.751,-3.649,2.179,4.642,6.406,7.854,0.934,65.55
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,21,209,22,True,-8.903,-7.964,-4.316,3.278,5.4,7.016,8.362,1.148,64.593
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,42,209,22,True,-9.711,-7.667,-1.907,2.838,6.478,10.116,11.642,2.045,64.593
SPX,ENV,HighCorrxDIXHigh(l1),HighCorr,DIXHigh,63,209,22,True,-14.183,-6.117,-3.148,3.756,7.876,11.005,11.931,2.279,63.158
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,1,144,26,True,-1.372,-0.901,-0.323,0.049,0.459,0.836,1.037,-0.003,51.389
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,2,144,26,True,-1.579,-1.181,-0.505,0.177,0.655,1.149,1.346,0.04,56.944
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,3,144,26,True,-2.183,-1.653,-0.658,0.223,0.897,1.224,1.369,0.041,54.167
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,5,144,26,True,-2.995,-2.33,-0.757,0.243,1.13,1.778,2.22,0.084,56.944
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,10,144,26,True,-3.278,-2.358,-0.979,0.661,1.915,2.815,3.256,0.386,59.028
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,15,144,26,True,-3.511,-2.998,-1.432,1.29,2.623,3.299,3.949,0.681,67.361
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,21,144,26,True,-3.813,-3.093,-1.496,0.74,3.007,4.395,5.293,0.691,57.639
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,42,142,26,True,-1.949,-1.02,0.627,2.172,3.508,6.489,7.663,2.257,82.394
SPX,ENV,VolLowxDIXLow(l1),VolLow,DIXLow,63,142,26,True,-5.936,-1.929,2.662,4.34,5.94,8.449,10.274,3.884,88.732
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,1,248,51,True,-1.377,-0.883,-0.453,0.07,0.509,0.841,1.078,0.002,54.032
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,2,247,51,True,-1.885,-1.394,-0.589,0.096,0.691,1.227,1.521,0.013,54.656
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,3,246,51,True,-2.183,-1.723,-0.554,0.131,0.824,1.538,1.846,0.051,54.065
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,5,244,51,True,-2.457,-1.878,-0.724,0.122,1.174,1.929,2.302,0.158,55.738
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,10,243,51,True,-3.258,-2.361,-0.666,0.68,1.828,2.638,3.378,0.399,63.786
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,15,243,51,True,-3.711,-2.516,-0.568,0.881,2.118,3.438,3.986,0.662,65.844
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,21,243,51,True,-3.365,-2.529,-0.405,1.612,3.032,4.24,5.088,1.253,71.605
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,42,243,51,True,-5.737,-4.017,-0.624,3.197,5.705,8.039,8.607,2.631,72.016
SPX,ENV,VolLowxDIXMid(l1),VolLow,DIXMid,63,243,51,True,-6.049,-3.199,2.376,5.292,8.791,10.665,12.067,4.829,83.951
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,1,149,27,True,-1.041,-0.757,-0.29,0.115,0.593,0.969,1.244,0.124,60.403
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,2,149,27,True,-1.86,-1.133,-0.326,0.369,0.87,1.449,1.864,0.217,63.758
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,3,149,27,True,-1.894,-1.419,-0.518,0.496,1.252,1.714,2.125,0.315,65.101
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,5,149,27,True,-2.54,-1.828,-0.32,0.704,1.569,2.36,2.635,0.473,68.456
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,10,149,27,True,-3.223,-1.984,-0.08,1.107,2.242,3.153,3.438,0.869,73.154
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,15,149,27,True,-3.86,-2.596,0.092,1.684,3.082,4.204,4.757,1.254,75.839
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,21,149,27,True,-3.509,-2.378,0.624,2.469,3.79,5.261,5.995,2.012,80.537
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,42,149,27,True,-1.848,-0.548,1.209,4.181,6.431,8.927,9.564,3.965,82.55
SPX,ENV,VolLowxDIXHigh(l1),VolLow,DIXHigh,63,149,27,True,-4.405,-2.904,2.469,5.323,7.467,10.241,11.67,4.608,81.879
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,1,183,35,True,-1.573,-1.237,-0.323,0.079,0.595,1.097,1.524,0.078,57.377
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,2,183,35,True,-1.9,-1.597,-0.451,0.22,0.856,1.611,2.145,0.138,56.831
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,3,183,35,True,-1.887,-1.611,-0.647,0.413,1.047,1.909,3.02,0.244,60.109
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,5,183,35,True,-2.626,-2.14,-0.996,0.387,1.556,2.349,3.51,0.293,56.831
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,10,182,35,True,-3.452,-2.548,-0.634,0.754,2.351,3.492,4.151,0.657,59.89
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,15,182,35,True,-4.24,-2.848,-0.693,1.369,2.798,4.169,4.998,1.048,69.78
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,21,182,35,True,-4.33,-2.803,-0.778,1.197,3.192,5.357,7.618,1.311,68.681
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,42,168,35,True,-6.268,-4.05,0.383,3.376,6.286,9.271,11.129,3.185,79.167
SPX,ENV,VolMidxDIXLow(l1),VolMid,DIXLow,63,165,35,True,-2.901,-1.195,2.681,4.96,8.172,11.482,12.308,5.179,87.273
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,1,179,44,True,-1.382,-1.117,-0.414,0.041,0.579,1.113,1.445,0.035,52.514
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,2,179,44,True,-2.138,-1.41,-0.548,0.167,0.773,1.469,1.856,0.037,56.425
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,3,179,44,True,-2.64,-2.038,-0.798,0.267,0.84,1.786,2.405,0.069,60.894
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,5,179,44,True,-3.855,-2.392,-1.016,0.564,1.416,2.637,3.024,0.189,61.453
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,10,176,44,True,-5.691,-4.087,-1.266,1.008,2.966,4.289,4.746,0.453,61.932
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,15,171,44,True,-6.643,-5.184,-1.044,1.774,3.681,5.128,5.694,0.85,66.667
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,21,165,44,True,-7.59,-6.485,-0.042,2.622,4.906,6.357,7.273,1.547,74.545
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,42,162,44,True,-12.968,-9.929,1.056,4.924,6.299,8.166,9.429,2.278,77.16
SPX,ENV,VolMidxDIXMid(l1),VolMid,DIXMid,63,162,44,True,-7.289,-5.464,-2.54,6.573,8.671,11.809,13.085,3.876,66.667
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,1,163,25,True,-1.702,-1.248,-0.478,0.056,0.731,1.49,1.705,0.075,52.761
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,2,163,25,True,-2.112,-1.832,-0.777,0.197,1.164,2.039,2.461,0.203,58.896
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,3,163,25,True,-2.956,-1.916,-0.708,0.363,1.504,2.372,3.387,0.328,57.669
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,5,163,25,True,-3.428,-2.441,-0.68,0.825,1.964,3.239,3.84,0.557,65.031
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,10,163,25,True,-5.098,-3.199,-0.885,1.373,3.014,4.129,4.565,0.808,66.871
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,15,163,25,True,-6.794,-5.466,-1.796,1.484,3.818,5.017,5.509,0.695,64.417
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,21,163,25,True,-9.177,-6.917,-2.69,1.424,4.242,5.589,5.945,0.383,58.896
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,42,163,25,True,-12.324,-10.055,-1.989,1.644,4.748,7.227,7.799,0.363,63.804
SPX,ENV,VolMidxDIXHigh(l1),VolMid,DIXHigh,63,163,25,True,-9.111,-7.654,-3.084,3.708,7.573,10.0,11.019,2.068,65.031
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,1,65,13,True,-1.428,-1.185,-0.475,0.155,0.847,1.525,1.78,0.179,61.538
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,2,65,13,True,-1.75,-1.379,-0.73,0.293,1.281,2.465,2.736,0.364,58.462
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,3,65,13,True,-2.379,-1.738,-0.671,0.506,1.741,2.73,3.174,0.412,58.462
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,5,65,13,True,-3.7,-2.337,-0.281,0.705,1.707,3.7,3.99,0.642,69.231
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,10,65,13,True,-2.639,-2.173,-0.934,0.693,3.135,5.313,7.613,1.361,63.077
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,15,65,13,True,-3.057,-2.138,-0.916,0.982,2.151,8.089,9.26,1.255,61.538
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,21,65,13,True,-7.31,-3.897,-1.072,1.355,2.953,9.697,10.401,1.244,66.154
SPX,ENV,VolHighxDIXLow(l1),VolHigh,DIXLow,42,63,13,True,-5.813,-5.311,-0.498,3.168,4.847,14.442,15.831,3.265,74.603
