index,regime,q,day,value
SPX,HHH,10,21,-4.457
SPX,HHH,25,0,0.0
SPX,HHH,25,1,-0.431
SPX,HHH,25,2,-0.3
SPX,HHH,25,3,-0.413
SPX,HHH,25,4,-0.511
SPX,HHH,25,5,-0.415
SPX,HHH,25,6,-0.6
SPX,HHH,25,7,-0.691
SPX,HHH,25,8,-0.334
SPX,HHH,25,9,-0.698
SPX,HHH,25,10,-0.878
SPX,HHH,25,11,-0.631
SPX,HHH,25,12,-0.839
SPX,HHH,25,13,-1.547
SPX,HHH,25,14,-1.602
SPX,HHH,25,15,-1.899
SPX,HHH,25,16,-2.267
SPX,HHH,25,17,-2.23
SPX,HHH,25,18,-2.298
SPX,HHH,25,19,-2.006
SPX,HHH,25,20,-2.106
SPX,HHH,25,21,-2.55
SPX,HHH,50,0,0.0
SPX,HHH,50,1,0.291
SPX,HHH,50,2,0.579
SPX,HHH,50,3,0.712
SPX,HHH,50,4,0.824
SPX,HHH,50,5,1.172
SPX,HHH,50,6,1.175
SPX,HHH,50,7,1.285
SPX,HHH,50,8,1.278
SPX,HHH,50,9,1.425
SPX,HHH,50,10,1.483
SPX,HHH,50,11,1.54
SPX,HHH,50,12,1.674
SPX,HHH,50,13,1.959
SPX,HHH,50,14,1.85
SPX,HHH,50,15,2.093
SPX,HHH,50,16,2.65
SPX,HHH,50,17,2.552
SPX,HHH,50,18,2.384
SPX,HHH,50,19,2.835
SPX,HHH,50,20,3.146
SPX,HHH,50,21,2.978
SPX,HHH,75,0,0.0
SPX,HHH,75,1,1.026
SPX,HHH,75,2,1.422
SPX,HHH,75,3,1.757
SPX,HHH,75,4,1.913
SPX,HHH,75,5,2.389
SPX,HHH,75,6,2.701
SPX,HHH,75,7,2.904
SPX,HHH,75,8,3.127
SPX,HHH,75,9,3.375
SPX,HHH,75,10,3.297
SPX,HHH,75,11,3.592
SPX,HHH,75,12,4.056
SPX,HHH,75,13,3.809
SPX,HHH,75,14,3.938
SPX,HHH,75,15,3.983
SPX,HHH,75,16,4.036
SPX,HHH,75,17,4.273
SPX,HHH,75,18,4.571
SPX,HHH,75,19,4.708
SPX,HHH,75,20,5.014
SPX,HHH,75,21,5.128
SPX,HHH,90,0,0.0
SPX,HHH,90,1,1.452
SPX,HHH,90,2,2.1
SPX,HHH,90,3,2.508
SPX,HHH,90,4,3.092
SPX,HHH,90,5,3.449
SPX,HHH,90,6,3.945
SPX,HHH,90,7,4.191
SPX,HHH,90,8,4.478
SPX,HHH,90,9,4.678
SPX,HHH,90,10,4.711
SPX,HHH,90,11,4.746
SPX,HHH,90,12,5.324
SPX,HHH,90,13,5.338
SPX,HHH,90,14,5.066
SPX,HHH,90,15,5.317
SPX,HHH,90,16,5.511
SPX,HHH,90,17,5.667
SPX,HHH,90,18,6.191
SPX,HHH,90,19,6.328
SPX,HHH,90,20,5.99
SPX,HHH,90,21,6.28
SPX,HHL,10,0,0.0
SPX,HHL,10,1,-0.849
SPX,HHL,10,2,-1.435
SPX,HHL,10,3,-1.778
SPX,HHL,10,4,-2.04
SPX,HHL,10,5,-2.036
SPX,HHL,10,6,-2.381
SPX,HHL,10,7,-2.576
SPX,HHL,10,8,-2.666
SPX,HHL,10,9,-2.603
SPX,HHL,10,10,-2.386
SPX,HHL,10,11,-2.755
SPX,HHL,10,12,-3.913
SPX,HHL,10,13,-4.644
SPX,HHL,10,14,-4.626
SPX,HHL,10,15,-4.078
SPX,HHL,10,16,-4.19
SPX,HHL,10,17,-3.672
SPX,HHL,10,18,-3.533
SPX,HHL,10,19,-3.357
SPX,HHL,10,20,-2.535
SPX,HHL,10,21,-2.502
SPX,HHL,25,0,0.0
SPX,HHL,25,1,-0.328
SPX,HHL,25,2,-0.563
SPX,HHL,25,3,-0.779
SPX,HHL,25,4,-1.08
SPX,HHL,25,5,-1.239
SPX,HHL,25,6,-1.278
SPX,HHL,25,7,-1.169
SPX,HHL,25,8,-0.757
SPX,HHL,25,9,-0.469
SPX,HHL,25,10,-0.423
SPX,HHL,25,11,-0.371
SPX,HHL,25,12,-0.293
SPX,HHL,25,13,-0.216
SPX,HHL,25,14,-0.103
SPX,HHL,25,15,0.31
SPX,HHL,25,16,0.541
SPX,HHL,25,17,0.684
SPX,HHL,25,18,0.641
SPX,HHL,25,19,0.128
SPX,HHL,25,20,0.464
SPX,HHL,25,21,0.764
SPX,HHL,50,0,0.0
SPX,HHL,50,1,0.106
SPX,HHL,50,2,0.303
SPX,HHL,50,3,0.434
SPX,HHL,50,4,0.382
SPX,HHL,50,5,0.424
SPX,HHL,50,6,0.279
SPX,HHL,50,7,0.265
SPX,HHL,50,8,0.456
SPX,HHL,50,9,0.341
SPX,HHL,50,10,0.446
SPX,HHL,50,11,0.686
SPX,HHL,50,12,1.059
SPX,HHL,50,13,1.237
SPX,HHL,50,14,1.344
SPX,HHL,50,15,1.8
SPX,HHL,50,16,1.721
SPX,HHL,50,17,1.89
SPX,HHL,50,18,2.142
SPX,HHL,50,19,2.261
SPX,HHL,50,20,2.226
SPX,HHL,50,21,2.585
SPX,HHL,75,0,0.0
SPX,HHL,75,1,0.57
SPX,HHL,75,2,1.082
SPX,HHL,75,3,1.553
SPX,HHL,75,4,1.772
SPX,HHL,75,5,1.931
SPX,HHL,75,6,2.072
SPX,HHL,75,7,2.401
SPX,HHL,75,8,2.49
SPX,HHL,75,9,2.499
SPX,HHL,75,10,2.036
SPX,HHL,75,11,2.376
SPX,HHL,75,12,2.222
SPX,HHL,75,13,2.44
SPX,HHL,75,14,2.696
SPX,HHL,75,15,2.949
SPX,HHL,75,16,3.487
SPX,HHL,75,17,3.105
SPX,HHL,75,18,3.336
SPX,HHL,75,19,3.179
SPX,HHL,75,20,3.282
SPX,HHL,75,21,3.502
SPX,HHL,90,0,0.0
SPX,HHL,90,1,1.336
SPX,HHL,90,2,1.875
SPX,HHL,90,3,2.462
SPX,HHL,90,4,2.778
SPX,HHL,90,5,3.171
SPX,HHL,90,6,3.766
SPX,HHL,90,7,4.276
SPX,HHL,90,8,4.223
SPX,HHL,90,9,4.148
SPX,HHL,90,10,3.595
SPX,HHL,90,11,4.369
SPX,HHL,90,12,3.948
SPX,HHL,90,13,4.18
SPX,HHL,90,14,4.465
SPX,HHL,90,15,4.584
SPX,HHL,90,16,4.784
SPX,HHL,90,17,4.801
SPX,HHL,90,18,4.296
SPX,HHL,90,19,3.938
SPX,HHL,90,20,4.361
SPX,HHL,90,21,5.234
SPX,HHM,10,0,0.0
SPX,HHM,10,1,-1.072
SPX,HHM,10,2,-1.896
SPX,HHM,10,3,-2.004
SPX,HHM,10,4,-2.289
SPX,HHM,10,5,-2.546
SPX,HHM,10,6,-2.527
SPX,HHM,10,7,-2.554
SPX,HHM,10,8,-3.323
SPX,HHM,10,9,-3.479
SPX,HHM,10,10,-3.58
SPX,HHM,10,11,-3.634
SPX,HHM,10,12,-4.073
SPX,HHM,10,13,-4.085
SPX,HHM,10,14,-3.879
SPX,HHM,10,15,-3.864
SPX,HHM,10,16,-4.056
SPX,HHM,10,17,-4.466
SPX,HHM,10,18,-4.653
SPX,HHM,10,19,-4.936
SPX,HHM,10,20,-4.759
SPX,HHM,10,21,-5.357
SPX,HHM,25,0,0.0
SPX,HHM,25,1,-0.386
SPX,HHM,25,2,-0.742
SPX,HHM,25,3,-1.048
SPX,HHM,25,4,-0.979
SPX,HHM,25,5,-0.916
SPX,HHM,25,6,-0.788
SPX,HHM,25,7,-0.978
SPX,HHM,25,8,-1.025
SPX,HHM,25,9,-1.044
SPX,HHM,25,10,-1.337
SPX,HHM,25,11,-1.609
SPX,HHM,25,12,-1.745
SPX,HHM,25,13,-1.632
SPX,HHM,25,14,-1.871
SPX,HHM,25,15,-1.801
SPX,HHM,25,16,-1.289
SPX,HHM,25,17,-1.067
SPX,HHM,25,18,-0.375
SPX,HHM,25,19,-0.09
SPX,HHM,25,20,-0.191
SPX,HHM,25,21,0.027
SPX,HHM,50,0,0.0
SPX,HHM,50,1,0.009
SPX,HHM,50,2,0.148
SPX,HHM,50,3,0.151
SPX,HHM,50,4,0.283
SPX,HHM,50,5,0.507
SPX,HHM,50,6,0.502
SPX,HHM,50,7,0.471
SPX,HHM,50,8,0.526
SPX,HHM,50,9,0.717
SPX,HHM,50,10,0.643
SPX,HHM,50,11,0.83
SPX,HHM,50,12,0.877
SPX,HHM,50,13,1.152
SPX,HHM,50,14,1.326
SPX,HHM,50,15,1.197
SPX,HHM,50,16,1.561
SPX,HHM,50,17,1.934
SPX,HHM,50,18,1.932
SPX,HHM,50,19,2.333
SPX,HHM,50,20,2.451
SPX,HHM,50,21,2.61
SPX,HHM,75,0,0.0
SPX,HHM,75,1,0.526
SPX,HHM,75,2,0.843
SPX,HHM,75,3,1.018
SPX,HHM,75,4,1.213
SPX,HHM,75,5,1.283
SPX,HHM,75,6,1.548
SPX,HHM,75,7,1.827
SPX,HHM,75,8,2.087
SPX,HHM,75,9,2.205
SPX,HHM,75,10,2.375
SPX,HHM,75,11,2.557
SPX,HHM,75,12,2.745
SPX,HHM,75,13,3.102
SPX,HHM,75,14,3.116
SPX,HHM,75,15,3.638
SPX,HHM,75,16,3.714
SPX,HHM,75,17,3.919
SPX,HHM,75,18,3.97
SPX,HHM,75,19,4.24
SPX,HHM,75,20,4.223
SPX,HHM,75,21,4.33
SPX,HHM,90,0,0.0
SPX,HHM,90,1,0.957
SPX,HHM,90,2,1.411
SPX,HHM,90,3,1.624
SPX,HHM,90,4,2.021
SPX,HHM,90,5,2.345
SPX,HHM,90,6,2.338
SPX,HHM,90,7,2.816
SPX,HHM,90,8,3.022
SPX,HHM,90,9,3.34
SPX,HHM,90,10,3.435
SPX,HHM,90,11,3.873
SPX,HHM,90,12,3.988
SPX,HHM,90,13,4.465
SPX,HHM,90,14,4.536
SPX,HHM,90,15,4.808
SPX,HHM,90,16,5.13
SPX,HHM,90,17,5.191
SPX,HHM,90,18,5.483
SPX,HHM,90,19,5.55
SPX,HHM,90,20,5.586
SPX,HHM,90,21,5.471
SPX,HMH,10,0,0.0
SPX,HMH,10,1,-1.741
SPX,HMH,10,2,-3.058
SPX,HMH,10,3,-3.653
SPX,HMH,10,4,-3.886
SPX,HMH,10,5,-3.729
SPX,HMH,10,6,-3.87
SPX,HMH,10,7,-3.338
SPX,HMH,10,8,-4.219
SPX,HMH,10,9,-5.306
SPX,HMH,10,10,-5.908
SPX,HMH,10,11,-5.974
SPX,HMH,10,12,-5.841
SPX,HMH,10,13,-6.809
SPX,HMH,10,14,-7.79
SPX,HMH,10,15,-7.51
SPX,HMH,10,16,-7.276
SPX,HMH,10,17,-6.588
SPX,HMH,10,18,-8.109
SPX,HMH,10,19,-8.569
SPX,HMH,10,20,-8.185
SPX,HMH,10,21,-8.348
SPX,HMH,25,0,0.0
SPX,HMH,25,1,-1.064
SPX,HMH,25,2,-2.071
SPX,HMH,25,3,-1.672
SPX,HMH,25,4,-1.933
SPX,HMH,25,5,-2.576
SPX,HMH,25,6,-2.836
SPX,HMH,25,7,-2.413
SPX,HMH,25,8,-2.166
SPX,HMH,25,9,-3.206
SPX,HMH,25,10,-3.119
SPX,HMH,25,11,-2.818
SPX,HMH,25,12,-4.097
SPX,HMH,25,13,-3.367
SPX,HMH,25,14,-3.742
SPX,HMH,25,15,-4.173
SPX,HMH,25,16,-4.844
SPX,HMH,25,17,-4.48
SPX,HMH,25,18,-4.632
SPX,HMH,25,19,-4.889
SPX,HMH,25,20,-5.255
SPX,HMH,25,21,-5.634
SPX,HMH,50,0,0.0
SPX,HMH,50,1,-0.699
SPX,HMH,50,2,-0.542
SPX,HMH,50,3,-0.391
SPX,HMH,50,4,-0.968
SPX,HMH,50,5,-0.88
SPX,HMH,50,6,0.221
SPX,HMH,50,7,0.704
SPX,HMH,50,8,1.082
SPX,HMH,50,9,0.824
SPX,HMH,50,10,0.418
SPX,HMH,50,11,0.714
SPX,HMH,50,12,0.915
SPX,HMH,50,13,0.808
SPX,HMH,50,14,0.715
SPX,HMH,50,15,0.832
SPX,HMH,50,16,0.368
SPX,HMH,50,17,-0.182
SPX,HMH,50,18,0.209
SPX,HMH,50,19,0.031
SPX,HMH,50,20,-0.749
SPX,HMH,50,21,-0.695
SPX,HMH,75,0,0.0
SPX,HMH,75,1,0.127
SPX,HMH,75,2,0.687
SPX,HMH,75,3,0.465
SPX,HMH,75,4,0.475
SPX,HMH,75,5,0.665
SPX,HMH,75,6,2.045
SPX,HMH,75,7,2.06
SPX,HMH,75,8,2.464
SPX,HMH,75,9,2.201
SPX,HMH,75,10,2.188
SPX,HMH,75,11,2.482
SPX,HMH,75,12,2.367
SPX,HMH,75,13,2.075
SPX,HMH,75,14,2.961
SPX,HMH,75,15,2.55
SPX,HMH,75,16,2.069
SPX,HMH,75,17,2.404
SPX,HMH,75,18,1.938
SPX,HMH,75,19,2.498
SPX,HMH,75,20,2.689
SPX,HMH,75,21,3.016
SPX,HMH,90,0,0.0
SPX,HMH,90,1,1.157
SPX,HMH,90,2,1.716
SPX,HMH,90,3,1.696
SPX,HMH,90,4,2.407
SPX,HMH,90,5,3.788
SPX,HMH,90,6,3.459
SPX,HMH,90,7,3.832
SPX,HMH,90,8,3.709
SPX,HMH,90,9,3.302
SPX,HMH,90,10,3.456
SPX,HMH,90,11,3.333
SPX,HMH,90,12,3.256
SPX,HMH,90,13,3.758
SPX,HMH,90,14,3.971
SPX,HMH,90,15,3.927
SPX,HMH,90,16,4.195
SPX,HMH,90,17,3.636
SPX,HMH,90,18,3.496
SPX,HMH,90,19,3.286
SPX,HMH,90,20,3.735
SPX,HMH,90,21,4.115
SPX,HML,10,0,0.0
SPX,HML,10,1,-1.39
SPX,HML,10,2,-1.95
SPX,HML,10,3,-1.547
SPX,HML,10,4,-1.228
SPX,HML,10,5,-0.896
SPX,HML,10,6,-0.626
SPX,HML,10,7,-0.38
SPX,HML,10,8,-0.132
SPX,HML,10,9,0.147
SPX,HML,10,10,0.24
SPX,HML,10,11,-0.06
SPX,HML,10,12,0.009
SPX,HML,10,13,0.155
SPX,HML,10,14,0.815
SPX,HML,10,15,0.753
SPX,HML,10,16,1.412
SPX,HML,10,17,1.215
SPX,HML,10,18,1.676
SPX,HML,10,19,1.837
SPX,HML,10,20,1.139
SPX,HML,10,21,1.651
SPX,HML,25,0,0.0
SPX,HML,25,1,-0.625
SPX,HML,25,2,0.175
SPX,HML,25,3,-0.12
SPX,HML,25,4,0.67
SPX,HML,25,5,1.372
SPX,HML,25,6,0.932
SPX,HML,25,7,1.253
SPX,HML,25,8,0.729
SPX,HML,25,9,1.074
SPX,HML,25,10,1.576
SPX,HML,25,11,1.725
SPX,HML,25,12,1.145
SPX,HML,25,13,1.724
SPX,HML,25,14,1.734
SPX,HML,25,15,1.687
SPX,HML,25,16,1.915
SPX,HML,25,17,2.552
SPX,HML,25,18,2.447
SPX,HML,25,19,3.057
SPX,HML,25,20,3.244
SPX,HML,25,21,3.025
SPX,HML,50,0,0.0
SPX,HML,50,1,0.163
SPX,HML,50,2,0.541
SPX,HML,50,3,1.256
SPX,HML,50,4,1.503
SPX,HML,50,5,1.88
SPX,HML,50,6,2.011
SPX,HML,50,7,2.117
SPX,HML,50,8,2.167
SPX,HML,50,9,2.414
SPX,HML,50,10,2.711
SPX,HML,50,11,2.581
SPX,HML,50,12,2.759
SPX,HML,50,13,2.397
SPX,HML,50,14,2.84
SPX,HML,50,15,2.848
SPX,HML,50,16,3.358
SPX,HML,50,17,3.376
SPX,HML,50,18,4.058
SPX,HML,50,19,4.235
SPX,HML,50,20,4.888
SPX,HML,50,21,5.152
SPX,HML,75,0,0.0
SPX,HML,75,1,1.153
SPX,HML,75,2,1.365
SPX,HML,75,3,2.35
SPX,HML,75,4,2.376
SPX,HML,75,5,2.973
SPX,HML,75,6,3.503
SPX,HML,75,7,3.234
SPX,HML,75,8,4.042
SPX,HML,75,9,3.303
SPX,HML,75,10,4.314
SPX,HML,75,11,3.817
SPX,HML,75,12,4.647
SPX,HML,75,13,4.78
SPX,HML,75,14,4.221
SPX,HML,75,15,4.319
SPX,HML,75,16,4.603
SPX,HML,75,17,4.838
SPX,HML,75,18,5.292
SPX,HML,75,19,5.185
SPX,HML,75,20,5.573
SPX,HML,75,21,5.786
SPX,HML,90,0,0.0
SPX,HML,90,1,1.524
SPX,HML,90,2,2.023
SPX,HML,90,3,2.996
SPX,HML,90,4,3.707
SPX,HML,90,5,3.451
SPX,HML,90,6,4.402
SPX,HML,90,7,5.254
SPX,HML,90,8,6.235
SPX,HML,90,9,5.924
SPX,HML,90,10,7.309
SPX,HML,90,11,6.823
SPX,HML,90,12,6.853
SPX,HML,90,13,5.92
SPX,HML,90,14,5.991
SPX,HML,90,15,6.078
SPX,HML,90,16,6.075
SPX,HML,90,17,6.082
SPX,HML,90,18,5.762
SPX,HML,90,19,6.095
SPX,HML,90,20,6.35
SPX,HML,90,21,6.725
SPX,HMM,10,0,0.0
SPX,HMM,10,1,-0.38
SPX,HMM,10,2,-0.636
SPX,HMM,10,3,-1.111
SPX,HMM,10,4,-1.86
SPX,HMM,10,5,-1.043
SPX,HMM,10,6,-0.966
SPX,HMM,10,7,-1.369
SPX,HMM,10,8,-1.352
SPX,HMM,10,9,-1.247
SPX,HMM,10,10,0.283
SPX,HMM,10,11,0.132
SPX,HMM,10,12,-0.434
SPX,HMM,10,13,-0.717
SPX,HMM,10,14,-1.241
SPX,HMM,10,15,-0.784
SPX,HMM,10,16,-0.952
SPX,HMM,10,17,-1.143
SPX,HMM,10,18,-0.816
SPX,HMM,10,19,-0.878
SPX,HMM,10,20,-0.808
SPX,HMM,10,21,-0.959
SPX,HMM,25,0,0.0
SPX,HMM,25,1,-0.108
SPX,HMM,25,2,-0.242
SPX,HMM,25,3,-0.748
SPX,HMM,25,4,0.176
SPX,HMM,25,5,0.192
SPX,HMM,25,6,-0.303
SPX,HMM,25,7,-0.123
SPX,HMM,25,8,0.821
SPX,HMM,25,9,0.695
SPX,HMM,25,10,0.757
SPX,HMM,25,11,1.191
SPX,HMM,25,12,0.929
SPX,HMM,25,13,0.579
SPX,HMM,25,14,0.376
SPX,HMM,25,15,0.464
SPX,HMM,25,16,0.123
SPX,HMM,25,17,-0.027
SPX,HMM,25,18,-0.015
SPX,HMM,25,19,0.172
SPX,HMM,25,20,0.261
SPX,HMM,25,21,0.908
SPX,HMM,50,0,0.0
SPX,HMM,50,1,0.328
SPX,HMM,50,2,0.511
SPX,HMM,50,3,0.655
SPX,HMM,50,4,0.823
SPX,HMM,50,5,0.614
SPX,HMM,50,6,0.774
SPX,HMM,50,7,1.04
SPX,HMM,50,8,1.295
SPX,HMM,50,9,1.36
SPX,HMM,50,10,1.426
SPX,HMM,50,11,1.673
SPX,HMM,50,12,1.597
SPX,HMM,50,13,1.712
SPX,HMM,50,14,1.932
SPX,HMM,50,15,1.881
SPX,HMM,50,16,1.961
SPX,HMM,50,17,1.92
SPX,HMM,50,18,2.332
SPX,HMM,50,19,2.418
SPX,HMM,50,20,2.852
SPX,HMM,50,21,2.418
SPX,HMM,75,0,0.0
SPX,HMM,75,1,0.894
SPX,HMM,75,2,1.1
SPX,HMM,75,3,1.614
SPX,HMM,75,4,1.397
SPX,HMM,75,5,1.325
SPX,HMM,75,6,1.419
SPX,HMM,75,7,1.609
SPX,HMM,75,8,2.575
SPX,HMM,75,9,2.55
SPX,HMM,75,10,2.647
SPX,HMM,75,11,2.4
SPX,HMM,75,12,3.13
SPX,HMM,75,13,2.646
SPX,HMM,75,14,3.719
SPX,HMM,75,15,3.73
SPX,HMM,75,16,3.179
SPX,HMM,75,17,4.127
SPX,HMM,75,18,4.513
SPX,HMM,75,19,4.611
SPX,HMM,75,20,4.919
SPX,HMM,75,21,5.204
SPX,HMM,90,0,0.0
SPX,HMM,90,1,1.511
SPX,HMM,90,2,2.162
SPX,HMM,90,3,2.053
SPX,HMM,90,4,2.208
SPX,HMM,90,5,3.03
SPX,HMM,90,6,2.997
SPX,HMM,90,7,3.849
SPX,HMM,90,8,3.185
SPX,HMM,90,9,2.997
SPX,HMM,90,10,3.372
SPX,HMM,90,11,3.428
SPX,HMM,90,12,3.85
SPX,HMM,90,13,3.556
SPX,HMM,90,14,4.042
SPX,HMM,90,15,4.487
SPX,HMM,90,16,4.106
SPX,HMM,90,17,4.484
SPX,HMM,90,18,4.857
SPX,HMM,90,19,6.27
SPX,HMM,90,20,5.547
SPX,HMM,90,21,5.875
SPX,LLH,10,0,0.0
SPX,LLH,10,1,-1.233
SPX,LLH,10,2,-1.614
SPX,LLH,10,3,-1.653
SPX,LLH,10,4,-2.061
SPX,LLH,10,5,-2.399
SPX,LLH,10,6,-2.464
SPX,LLH,10,7,-3.816
SPX,LLH,10,8,-4.085
SPX,LLH,10,9,-3.848
SPX,LLH,10,10,-4.395
SPX,LLH,10,11,-4.854
SPX,LLH,10,12,-5.166
SPX,LLH,10,13,-5.686
SPX,LLH,10,14,-5.714
SPX,LLH,10,15,-6.225
SPX,LLH,10,16,-6.938
SPX,LLH,10,17,-6.51
SPX,LLH,10,18,-6.857
SPX,LLH,10,19,-6.379
SPX,LLH,10,20,-5.336
SPX,LLH,10,21,-5.29
SPX,LLH,25,0,0.0
SPX,LLH,25,1,-0.371
SPX,LLH,25,2,-0.47
SPX,LLH,25,3,-0.616
SPX,LLH,25,4,-0.12
SPX,LLH,25,5,-0.448
SPX,LLH,25,6,-0.731
SPX,LLH,25,7,-1.315
SPX,LLH,25,8,-1.45
SPX,LLH,25,9,-2.207
SPX,LLH,25,10,-1.931
SPX,LLH,25,11,-1.71
SPX,LLH,25,12,-1.842
SPX,LLH,25,13,-1.302
SPX,LLH,25,14,-1.157
SPX,LLH,25,15,-0.949
SPX,LLH,25,16,-0.79
SPX,LLH,25,17,-0.328
SPX,LLH,25,18,-0.199
SPX,LLH,25,19,-0.391
SPX,LLH,25,20,0.501
SPX,LLH,25,21,0.237
SPX,LLH,50,0,0.0
SPX,LLH,50,1,0.236
SPX,LLH,50,2,0.429
SPX,LLH,50,3,0.576
SPX,LLH,50,4,0.87
SPX,LLH,50,5,0.965
SPX,LLH,50,6,0.795
SPX,LLH,50,7,0.812
SPX,LLH,50,8,0.618
SPX,LLH,50,9,0.656
SPX,LLH,50,10,0.541
SPX,LLH,50,11,0.407
SPX,LLH,50,12,0.604
SPX,LLH,50,13,0.65
SPX,LLH,50,14,1.116
SPX,LLH,50,15,1.353
SPX,LLH,50,16,1.515
SPX,LLH,50,17,1.518
SPX,LLH,50,18,2.016
SPX,LLH,50,19,2.38
SPX,LLH,50,20,2.64
SPX,LLH,50,21,2.877
SPX,LLH,75,0,0.0
SPX,LLH,75,1,1.005
SPX,LLH,75,2,1.328
SPX,LLH,75,3,1.578
SPX,LLH,75,4,2.015
SPX,LLH,75,5,2.273
SPX,LLH,75,6,2.235
SPX,LLH,75,7,2.48
SPX,LLH,75,8,2.42
SPX,LLH,75,9,2.49
SPX,LLH,75,10,2.405
SPX,LLH,75,11,2.582
SPX,LLH,75,12,3.421
SPX,LLH,75,13,2.823
SPX,LLH,75,14,3.311
SPX,LLH,75,15,3.151
SPX,LLH,75,16,3.723
SPX,LLH,75,17,3.776
SPX,LLH,75,18,4.472
SPX,LLH,75,19,4.08
SPX,LLH,75,20,4.295
SPX,LLH,75,21,4.039
SPX,LLH,90,0,0.0
SPX,LLH,90,1,1.877
SPX,LLH,90,2,2.668
SPX,LLH,90,3,3.678
SPX,LLH,90,4,3.671
SPX,LLH,90,5,4.149
SPX,LLH,90,6,4.505
SPX,LLH,90,7,4.594
SPX,LLH,90,8,5.756
SPX,LLH,90,9,6.517
SPX,LLH,90,10,7.201
SPX,LLH,90,11,7.555
SPX,LLH,90,12,7.709
SPX,LLH,90,13,7.843
SPX,LLH,90,14,7.581
SPX,LLH,90,15,7.965
SPX,LLH,90,16,7.815
SPX,LLH,90,17,7.933
SPX,LLH,90,18,7.672
SPX,LLH,90,19,8.782
SPX,LLH,90,20,9.285
SPX,LLH,90,21,9.553
SPX,LLL,10,0,0.0
SPX,LLL,10,1,-0.985
SPX,LLL,10,2,-1.823
SPX,LLL,10,3,-2.134
SPX,LLL,10,4,-2.502
SPX,LLL,10,5,-2.501
SPX,LLL,10,6,-2.532
SPX,LLL,10,7,-2.56
SPX,LLL,10,8,-2.479
SPX,LLL,10,9,-2.466
SPX,LLL,10,10,-2.272
SPX,LLL,10,11,-2.479
SPX,LLL,10,12,-2.677
SPX,LLL,10,13,-2.683
SPX,LLL,10,14,-2.752
SPX,LLL,10,15,-2.764
SPX,LLL,10,16,-2.623
SPX,LLL,10,17,-2.507
SPX,LLL,10,18,-2.236
SPX,LLL,10,19,-2.123
SPX,LLL,10,20,-1.725
SPX,LLL,10,21,-1.705
SPX,LLL,25,0,0.0
SPX,LLL,25,1,-0.352
SPX,LLL,25,2,-0.548
SPX,LLL,25,3,-0.755
SPX,LLL,25,4,-1.01
SPX,LLL,25,5,-0.844
SPX,LLL,25,6,-1.076
SPX,LLL,25,7,-1.027
SPX,LLL,25,8,-1.229
SPX,LLL,25,9,-1.034
SPX,LLL,25,10,-0.868
SPX,LLL,25,11,-0.914
SPX,LLL,25,12,-0.953
SPX,LLL,25,13,-0.908
SPX,LLL,25,14,-0.752
SPX,LLL,25,15,-0.6
SPX,LLL,25,16,-0.3
SPX,LLL,25,17,-0.396
SPX,LLL,25,18,-0.329
SPX,LLL,25,19,0.133
SPX,LLL,25,20,0.188
SPX,LLL,25,21,0.179
SPX,LLL,50,0,0.0
SPX,LLL,50,1,0.094
SPX,LLL,50,2,0.139
SPX,LLL,50,3,0.336
SPX,LLL,50,4,0.361
SPX,LLL,50,5,0.322
SPX,LLL,50,6,0.345
SPX,LLL,50,7,0.391
SPX,LLL,50,8,0.433
SPX,LLL,50,9,0.661
SPX,LLL,50,10,0.874
SPX,LLL,50,11,0.667
SPX,LLL,50,12,1.07
SPX,LLL,50,13,1.259
SPX,LLL,50,14,1.371
SPX,LLL,50,15,1.366
SPX,LLL,50,16,1.417
SPX,LLL,50,17,1.569
SPX,LLL,50,18,1.88
SPX,LLL,50,19,1.763
SPX,LLL,50,20,1.883
SPX,LLL,50,21,1.751
SPX,LLL,75,0,0.0
SPX,LLL,75,1,0.615
SPX,LLL,75,2,0.787
SPX,LLL,75,3,1.035
SPX,LLL,75,4,1.257
SPX,LLL,75,5,1.391
SPX,LLL,75,6,1.709
SPX,LLL,75,7,1.996
SPX,LLL,75,8,2.306
SPX,LLL,75,9,2.784
SPX,LLL,75,10,2.907
SPX,LLL,75,11,2.848
SPX,LLL,75,12,2.941
SPX,LLL,75,13,2.962
SPX,LLL,75,14,2.92
SPX,LLL,75,15,3.001
SPX,LLL,75,16,3.015
SPX,LLL,75,17,3.152
SPX,LLL,75,18,3.124
SPX,LLL,75,19,3.162
SPX,LLL,75,20,3.405
SPX,LLL,75,21,3.58
SPX,LLL,90,0,0.0
SPX,LLL,90,1,1.162
SPX,LLL,90,2,1.499
SPX,LLL,90,3,1.878
SPX,LLL,90,4,2.237
SPX,LLL,90,5,2.688
SPX,LLL,90,6,3.142
SPX,LLL,90,7,3.522
SPX,LLL,90,8,3.646
SPX,LLL,90,9,4.038
SPX,LLL,90,10,4.177
SPX,LLL,90,11,4.352
SPX,LLL,90,12,4.634
SPX,LLL,90,13,4.769
SPX,LLL,90,14,4.889
SPX,LLL,90,15,4.774
SPX,LLL,90,16,5.051
SPX,LLL,90,17,5.466
SPX,LLL,90,18,5.3
SPX,LLL,90,19,5.553
SPX,LLL,90,20,5.755
SPX,LLL,90,21,5.977
SPX,LLM,10,0,0.0
SPX,LLM,10,1,-1.445
SPX,LLM,10,2,-1.797
SPX,LLM,10,3,-1.836
SPX,LLM,10,4,-2.645
